district,M_15_19_yr_Volunteer_n,M_15_19_yr_N_a_volunteer_n,M_15_19_yr_Voluntary_work_ns_n,M_15_19_yr_Tot_n,M_20_24_yr_Volunteer_n,M_20_24_yr_N_a_volunteer_n,M_20_24_yr_Voluntary_work_ns_n,M_20_24_yr_Tot_n,M_25_34_yr_Volunteer_n,M_25_34_yr_N_a_volunteer_n,M_25_34_yr_Voluntary_work_ns_n,M_25_34_yr_Tot_n,M_35_44_yr_Volunteer_n,M_35_44_yr_N_a_volunteer_n,M_35_44_yr_Voluntary_work_ns_n,M_35_44_yr_Tot_n,M_45_54_yr_Volunteer_n,M_45_54_yr_N_a_volunteer_n,M_45_54_yr_Voluntary_work_ns_n,M_45_54_yr_Tot_n,M_55_64_yr_Volunteer_n,M_55_64_yr_N_a_volunteer_n,M_55_64_yr_Voluntary_work_ns_n,M_55_64_yr_Tot_n,M_65_74_yr_Volunteer_n,M_65_74_yr_N_a_volunteer_n,M_65_74_yr_Voluntary_work_ns_n,M_65_74_yr_Tot_n,M_75_84_yr_Volunteer_n,M_75_84_yr_N_a_volunteer_n,M_75_84_yr_Voluntary_work_ns_n,M_75_84_yr_Tot_n,M_85ov_Volunteer_n,M_85ov_N_a_volunteer_n,M_85_ov_Voluntary_work_ns_n,M_85ov_Tot_n,M_Tot_Volunteer_n,M_Tot_N_a_volunteer_n,M_Tot_Voluntary_work_ns_n,M_Tot_Tot_n,F_15_19_yr_Volunteer_n,F_15_19_yr_N_a_volunteer_n,F_15_19_yr_Voluntary_work_ns_n,F_15_19_yr_Tot_n,F_20_24_yr_Volunteer_n,F_20_24_yr_N_a_volunteer_n,F_20_24_yr_Voluntary_work_ns_n,F_20_24_yr_Tot_n,F_25_34_yr_Volunteer_n,F_25_34_yr_N_a_volunteer_n,F_25_34_yr_Voluntary_work_ns_n,F_25_34_yr_Tot_n,F_35_44_yr_Volunteer_n,F_35_44_yr_N_a_volunteer_n,F_35_44_yr_Voluntary_work_ns_n,F_35_44_yr_Tot_n,F_45_54_yr_Volunteer_n,F_45_54_yr_N_a_volunteer_n,F_45_54_yr_Voluntary_work_ns_n,F_45_54_yr_Tot_n,F_55_64_yr_Volunteer_n,F_55_64_yr_N_a_volunteer_n,F_55_64_yr_Voluntary_work_ns_n,F_55_64_yr_Tot_n,F_65_74_yr_Volunteer_n,F_65_74_yr_N_a_volunteer_n,F_65_74_yr_Voluntary_work_ns_n,F_65_74_yr_Tot_n,F_75_84_yr_Volunteer_n,F_75_84_yr_N_a_volunteer_n,F_75_84_yr_Voluntary_work_ns_n,F_75_84_yr_Tot_n,F_85ov_Volunteer_n,F_85ov_N_a_volunteer_n,F_85_ov_Voluntary_work_ns_n,F_85ov_Tot_n,F_Tot_Volunteer_n,F_Tot_N_a_volunteer_n,F_Tot_Voluntary_work_ns_n,F_Tot_Tot_n,P_15_19_yr_Volunteer_n,P_15_19_yr_N_a_volunteer_n,P_15_19_yr_Voluntary_work_ns_n,P_15_19_yr_Tot_n,P_20_24_yr_Volunteer_n,P_20_24_yr_N_a_volunteer_n,P_20_24_yr_Voluntary_work_ns_n,P_20_24_yr_Tot_n,P_25_34_yr_Volunteer_n,P_25_34_yr_N_a_volunteer_n,P_25_34_yr_Voluntary_work_ns_n,P_25_34_yr_Tot_n,P_35_44_yr_Volunteer_n,P_35_44_yr_N_a_volunteer_n,P_35_44_yr_Voluntary_work_ns_n,P_35_44_yr_Tot_n,P_45_54_yr_Volunteer_n,P_45_54_yr_N_a_volunteer_n,P_45_54_yr_Voluntary_work_ns_n,P_45_54_yr_Tot_n,P_55_64_yr_Volunteer_n,P_55_64_yr_N_a_volunteer_n,P_55_64_yr_Voluntary_work_ns_n,P_55_64_yr_Tot_n,P_65_74_yr_Volunteer_n,P_65_74_yr_N_a_volunteer_n,P_65_74_yr_Voluntary_work_ns_n,P_65_74_yr_Tot_n,P_75_84_yr_Volunteer_n,P_75_84_yr_N_a_volunteer_n,P_75_84_yr_Voluntary_work_ns_n,P_75_84_yr_Tot_n,P_85ov_Volunteer_n,P_85ov_N_a_volunteer_n,P_85_ov_Voluntary_work_ns_n,P_85ov_Tot_n,P_Tot_Volunteer_n,P_Tot_N_a_volunteer_n,P_Tot_Voluntary_work_ns_n,P_Tot_Tot_n,P_Tot_Tot_total
Mornington,128.0,1886.0,51.0,2169.0,57.0,1280.0,23.0,1435.0,166.0,1835.0,55.0,2099.0,471.0,2701.0,82.0,3308.0,782.0,3550.0,147.0,4531.0,604.0,3251.0,97.0,4010.0,715.0,2852.0,115.0,3780.0,517.0,2064.0,124.0,2787.0,62.0,773.0,97.0,1004.0,3724.0,20293.0,1101.0,25105.0,204.0,1704.0,48.0,2097.0,104.0,1120.0,19.0,1379.0,169.0,1844.0,56.0,2161.0,638.0,3054.0,82.0,3872.0,880.0,4110.0,129.0,5155.0,697.0,3524.0,82.0,4441.0,983.0,3515.0,142.0,4720.0,575.0,2562.0,196.0,3410.0,57.0,1160.0,222.0,1502.0,4574.0,22671.0,1371.0,28580.0,393.0,3617.0,140.0,4264.0,284.0,2409.0,61.0,2789.0,374.0,3663.0,137.0,4261.0,1126.0,5841.0,228.0,7183.0,1676.0,7686.0,345.0,9709.0,1253.0,6796.0,263.0,8340.0,1820.0,6350.0,308.0,8464.0,1139.0,4632.0,347.0,6141.0,135.0,1931.0,357.0,2482.0,8319.0,42927.0,2568.0,53703.0,53703.0
Morwell,101.0,1695.0,166.0,2090.0,116.0,1703.0,121.0,2004.0,370.0,3708.0,352.0,4492.0,483.0,3158.0,315.0,4016.0,529.0,3278.0,297.0,4203.0,608.0,3701.0,294.0,4679.0,714.0,3122.0,245.0,4217.0,321.0,1627.0,170.0,2244.0,13.0,521.0,72.0,701.0,3551.0,22671.0,2337.0,28549.0,135.0,1624.0,131.0,1932.0,135.0,1664.0,136.0,2027.0,465.0,3854.0,296.0,4737.0,627.0,3270.0,313.0,4321.0,579.0,3585.0,251.0,4507.0,746.0,3946.0,259.0,5030.0,843.0,3290.0,252.0,4380.0,378.0,1810.0,195.0,2521.0,20.0,954.0,138.0,1155.0,4152.0,24024.0,2428.0,30618.0,290.0,3339.0,322.0,4095.0,309.0,3306.0,308.0,4022.0,920.0,7505.0,732.0,9197.0,1118.0,6391.0,629.0,8198.0,1142.0,6875.0,623.0,8654.0,1404.0,7633.0,607.0,9672.0,1497.0,6527.0,561.0,8592.0,756.0,3544.0,419.0,4740.0,70.0,1493.0,246.0,1800.0,7692.0,46693.0,4762.0,59128.0,59128.0
Mulgrave,131.0,1759.0,53.0,2023.0,212.0,2315.0,140.0,2786.0,366.0,5557.0,461.0,6460.0,396.0,4576.0,256.0,5378.0,390.0,3951.0,184.0,4623.0,228.0,3570.0,151.0,4035.0,254.0,2994.0,111.0,3481.0,170.0,2166.0,135.0,2537.0,25.0,823.0,81.0,990.0,2616.0,27667.0,1978.0,32258.0,147.0,1513.0,47.0,1819.0,260.0,1906.0,75.0,2343.0,466.0,4746.0,343.0,5610.0,488.0,4424.0,203.0,5218.0,462.0,4016.0,160.0,4682.0,310.0,3632.0,127.0,4212.0,376.0,3465.0,131.0,4138.0,184.0,2322.0,158.0,2773.0,15.0,1373.0,180.0,1654.0,3082.0,27540.0,1835.0,32447.0,318.0,3273.0,118.0,3840.0,558.0,4225.0,242.0,5088.0,869.0,10259.0,887.0,12088.0,979.0,9060.0,543.0,10574.0,930.0,7994.0,415.0,9294.0,642.0,7170.0,343.0,8209.0,702.0,6471.0,296.0,7600.0,444.0,4489.0,353.0,5335.0,54.0,2249.0,296.0,2684.0,5693.0,55228.0,3814.0,64739.0,64739.0
Murray Plains,223.0,1473.0,103.0,1898.0,137.0,1367.0,70.0,1638.0,335.0,2739.0,230.0,3337.0,617.0,2351.0,204.0,3256.0,721.0,2730.0,287.0,3811.0,780.0,3411.0,289.0,4621.0,909.0,2966.0,295.0,4247.0,445.0,1684.0,186.0,2466.0,59.0,622.0,83.0,891.0,4572.0,19407.0,2167.0,26207.0,269.0,1218.0,128.0,1656.0,150.0,1297.0,50.0,1596.0,450.0,2863.0,180.0,3555.0,721.0,2485.0,175.0,3536.0,876.0,2889.0,199.0,3996.0,957.0,3502.0,241.0,4700.0,1043.0,2823.0,274.0,4117.0,585.0,1781.0,245.0,2719.0,60.0,970.0,193.0,1305.0,5347.0,19808.0,2169.0,27319.0,558.0,2625.0,279.0,3613.0,365.0,2585.0,199.0,3256.0,756.0,5580.0,501.0,6945.0,1372.0,4886.0,525.0,6807.0,1634.0,5697.0,538.0,7880.0,1775.0,6880.0,590.0,9328.0,1946.0,5778.0,638.0,8477.0,1140.0,3527.0,485.0,5205.0,165.0,1623.0,352.0,2168.0,9908.0,39223.0,4362.0,53481.0,53481.0
Narracan,132.0,1588.0,98.0,1936.0,104.0,1485.0,63.0,1729.0,352.0,3356.0,184.0,3936.0,586.0,2964.0,239.0,3817.0,677.0,3063.0,232.0,3968.0,701.0,3320.0,210.0,4292.0,828.0,2921.0,180.0,4043.0,431.0,1583.0,92.0,2233.0,40.0,448.0,41.0,559.0,4067.0,20752.0,1779.0,26596.0,242.0,1536.0,132.0,1951.0,201.0,1395.0,31.0,1683.0,500.0,3554.0,252.0,4398.0,726.0,2918.0,206.0,3949.0,784.0,3309.0,231.0,4360.0,930.0,3598.0,229.0,4736.0,962.0,2990.0,203.0,4174.0,439.0,1643.0,131.0,2292.0,36.0,717.0,75.0,886.0,4966.0,21714.0,1815.0,28534.0,424.0,3106.0,264.0,3898.0,374.0,2883.0,132.0,3431.0,903.0,6909.0,513.0,8262.0,1410.0,5901.0,505.0,7822.0,1492.0,6410.0,458.0,8372.0,1629.0,6905.0,480.0,9052.0,1771.0,5870.0,456.0,8089.0,896.0,3292.0,316.0,4549.0,111.0,1222.0,168.0,1523.0,9040.0,42538.0,3590.0,55085.0,55085.0
Narre Warren North,107.0,2189.0,100.0,2523.0,177.0,2447.0,120.0,2860.0,380.0,4881.0,400.0,5692.0,378.0,4421.0,263.0,5166.0,520.0,4000.0,196.0,4837.0,459.0,4366.0,132.0,5013.0,304.0,2979.0,94.0,3449.0,81.0,1378.0,74.0,1631.0,4.0,398.0,22.0,491.0,2753.0,27105.0,1846.0,31701.0,160.0,2004.0,75.0,2352.0,287.0,2033.0,92.0,2508.0,426.0,4723.0,272.0,5554.0,548.0,4370.0,272.0,5268.0,549.0,4374.0,249.0,5249.0,504.0,4579.0,189.0,5344.0,329.0,2989.0,89.0,3656.0,59.0,1513.0,108.0,1783.0,3.0,733.0,79.0,834.0,3196.0,27452.0,1864.0,32431.0,357.0,4102.0,228.0,4810.0,558.0,4515.0,288.0,5421.0,879.0,9586.0,756.0,11177.0,997.0,8787.0,562.0,10452.0,1077.0,8405.0,488.0,9995.0,942.0,8915.0,407.0,10338.0,684.0,6076.0,261.0,7127.0,200.0,2870.0,198.0,3390.0,12.0,1158.0,139.0,1414.0,6011.0,54528.0,3721.0,64193.0,64193.0
Narre Warren South,177.0,2952.0,120.0,3390.0,211.0,3132.0,158.0,3553.0,326.0,5464.0,394.0,6289.0,523.0,5895.0,269.0,6776.0,504.0,5155.0,175.0,5980.0,292.0,4125.0,125.0,4696.0,137.0,2221.0,49.0,2530.0,30.0,915.0,32.0,1076.0,0.0,133.0,0.0,169.0,2705.0,30026.0,1817.0,34505.0,266.0,2832.0,116.0,3301.0,283.0,2715.0,150.0,3222.0,407.0,5603.0,326.0,6532.0,685.0,5880.0,275.0,6920.0,550.0,5366.0,185.0,6171.0,329.0,4062.0,124.0,4682.0,143.0,2192.0,78.0,2558.0,31.0,995.0,19.0,1117.0,0.0,275.0,3.0,314.0,3101.0,30122.0,1656.0,34895.0,501.0,5851.0,264.0,6727.0,583.0,5745.0,286.0,6790.0,909.0,11081.0,778.0,12800.0,1269.0,11766.0,618.0,13672.0,1127.0,10555.0,452.0,12236.0,766.0,8154.0,306.0,9326.0,374.0,4406.0,171.0,5065.0,107.0,1941.0,83.0,2213.0,0.0,563.0,15.0,638.0,5838.0,60092.0,3431.0,69416.0,69416.0
Nepean,48.0,1241.0,90.0,1442.0,54.0,1006.0,53.0,1180.0,121.0,2115.0,186.0,2488.0,358.0,2233.0,199.0,2823.0,555.0,2966.0,296.0,3802.0,656.0,3397.0,269.0,4394.0,998.0,3829.0,308.0,5182.0,558.0,2364.0,270.0,3265.0,72.0,874.0,148.0,1148.0,3629.0,20027.0,2141.0,25768.0,86.0,1028.0,96.0,1330.0,86.0,924.0,52.0,1203.0,222.0,2196.0,190.0,2643.0,471.0,2304.0,198.0,3083.0,584.0,3114.0,229.0,4021.0,772.0,3869.0,286.0,4974.0,1190.0,3945.0,365.0,5491.0,686.0,2512.0,322.0,3593.0,82.0,1102.0,205.0,1463.0,4430.0,21094.0,2318.0,27818.0,189.0,2280.0,253.0,2795.0,190.0,1956.0,162.0,2357.0,431.0,4286.0,415.0,5213.0,823.0,4593.0,488.0,5858.0,1130.0,6070.0,626.0,7799.0,1467.0,7239.0,611.0,9358.0,2182.0,7806.0,750.0,10756.0,1301.0,4950.0,629.0,6791.0,201.0,1938.0,354.0,2595.0,8054.0,41108.0,4410.0,53651.0,53651.0
Niddrie,115.0,1781.0,27.0,2001.0,143.0,1823.0,38.0,2049.0,170.0,3492.0,189.0,3981.0,431.0,3827.0,100.0,4425.0,527.0,3943.0,116.0,4649.0,296.0,3438.0,70.0,3947.0,322.0,2710.0,61.0,3174.0,154.0,2053.0,58.0,2370.0,11.0,770.0,30.0,887.0,2534.0,23969.0,1081.0,27570.0,169.0,1660.0,22.0,1912.0,189.0,1418.0,32.0,1794.0,249.0,3450.0,123.0,3921.0,572.0,3943.0,144.0,4707.0,677.0,4186.0,119.0,4975.0,402.0,3825.0,85.0,4360.0,404.0,3293.0,88.0,3870.0,225.0,2513.0,90.0,2900.0,15.0,1162.0,58.0,1293.0,3144.0,25549.0,1152.0,29759.0,319.0,3475.0,64.0,3955.0,366.0,3263.0,86.0,3788.0,508.0,6941.0,359.0,7909.0,1026.0,7743.0,295.0,9164.0,1151.0,8106.0,309.0,9636.0,796.0,7316.0,202.0,8298.0,796.0,6050.0,200.0,7055.0,442.0,4524.0,190.0,5281.0,43.0,1976.0,112.0,2236.0,5677.0,49557.0,2189.0,57378.0,57378.0
Northcote,135.0,1292.0,11.0,1496.0,215.0,1419.0,66.0,1762.0,748.0,5190.0,205.0,6176.0,779.0,4529.0,169.0,5528.0,924.0,3679.0,113.0,4765.0,549.0,2659.0,77.0,3338.0,348.0,1637.0,53.0,2089.0,57.0,1050.0,41.0,1210.0,9.0,427.0,46.0,533.0,3938.0,21830.0,1143.0,26967.0,222.0,1238.0,30.0,1576.0,344.0,1419.0,34.0,1880.0,1157.0,5718.0,224.0,7129.0,1115.0,4611.0,173.0,5910.0,1174.0,3871.0,99.0,5098.0,740.0,2837.0,76.0,3679.0,457.0,1863.0,52.0,2492.0,88.0,1349.0,93.0,1576.0,14.0,713.0,89.0,896.0,5514.0,23660.0,1205.0,30347.0,432.0,2532.0,67.0,3073.0,660.0,2868.0,129.0,3667.0,1937.0,10904.0,487.0,13381.0,1859.0,9121.0,419.0,11417.0,2080.0,7499.0,244.0,9918.0,1317.0,5479.0,234.0,7117.0,828.0,3508.0,159.0,4554.0,213.0,2434.0,156.0,2870.0,18.0,1233.0,130.0,1431.0,9455.0,45474.0,2376.0,57325.0,57325.0
Oakleigh,176.0,1825.0,35.0,2161.0,781.0,4008.0,288.0,5083.0,812.0,8574.0,711.0,10182.0,630.0,5544.0,274.0,6470.0,697.0,4147.0,137.0,5027.0,435.0,3483.0,59.0,4046.0,310.0,2304.0,69.0,2752.0,117.0,1497.0,76.0,1746.0,5.0,744.0,58.0,881.0,4383.0,32131.0,2246.0,38686.0,323.0,1687.0,52.0,2195.0,987.0,3271.0,244.0,4645.0,1002.0,7623.0,408.0,9091.0,816.0,5132.0,208.0,6252.0,833.0,4250.0,106.0,5269.0,543.0,3564.0,65.0,4343.0,393.0,2717.0,84.0,3225.0,151.0,2074.0,90.0,2459.0,12.0,1144.0,153.0,1396.0,5418.0,31410.0,1938.0,38767.0,622.0,3572.0,116.0,4399.0,1764.0,7327.0,590.0,9827.0,1831.0,16078.0,1244.0,19257.0,1449.0,10771.0,549.0,12819.0,1557.0,8355.0,348.0,10304.0,1058.0,7070.0,229.0,8394.0,758.0,4954.0,243.0,6058.0,325.0,3554.0,193.0,4236.0,45.0,1886.0,234.0,2280.0,9834.0,63555.0,4166.0,77505.0,77505.0
Ovens Valley,198.0,1379.0,89.0,1808.0,87.0,1123.0,46.0,1343.0,324.0,2489.0,209.0,3113.0,583.0,2428.0,165.0,3235.0,786.0,2800.0,161.0,3787.0,877.0,3224.0,213.0,4413.0,989.0,3152.0,252.0,4429.0,480.0,1855.0,171.0,2629.0,24.0,597.0,85.0,771.0,4694.0,19109.0,1848.0,25688.0,255.0,1277.0,88.0,1634.0,92.0,1002.0,57.0,1327.0,366.0,2561.0,157.0,3219.0,751.0,2544.0,154.0,3471.0,896.0,2949.0,190.0,4116.0,928.0,3480.0,230.0,4656.0,1149.0,3051.0,189.0,4542.0,577.0,1969.0,227.0,2852.0,56.0,918.0,116.0,1190.0,5361.0,19745.0,1893.0,27060.0,466.0,2659.0,248.0,3476.0,245.0,2146.0,179.0,2640.0,783.0,5105.0,404.0,6283.0,1397.0,4933.0,428.0,6714.0,1742.0,5793.0,434.0,7964.0,1883.0,6700.0,533.0,9061.0,2165.0,6237.0,540.0,9014.0,1118.0,3764.0,438.0,5424.0,123.0,1601.0,253.0,2052.0,10120.0,38869.0,3762.0,52746.0,52746.0
Pakenham,136.0,1910.0,98.0,2269.0,123.0,2017.0,74.0,2319.0,452.0,5829.0,327.0,6596.0,580.0,5232.0,214.0,6105.0,425.0,3407.0,168.0,4102.0,225.0,2465.0,54.0,2822.0,224.0,1748.0,54.0,2156.0,108.0,966.0,61.0,1232.0,8.0,211.0,31.0,282.0,2557.0,23846.0,1488.0,27911.0,172.0,1762.0,67.0,2100.0,189.0,2015.0,65.0,2418.0,517.0,6371.0,347.0,7254.0,739.0,5134.0,205.0,6198.0,484.0,3582.0,157.0,4283.0,271.0,2790.0,87.0,3232.0,294.0,2166.0,88.0,2681.0,119.0,1159.0,89.0,1443.0,15.0,376.0,61.0,477.0,3128.0,25357.0,1606.0,30099.0,371.0,3660.0,215.0,4345.0,393.0,4000.0,195.0,4652.0,952.0,12129.0,785.0,13874.0,1320.0,10376.0,543.0,12289.0,1003.0,6967.0,372.0,8449.0,637.0,5192.0,168.0,6013.0,553.0,3939.0,168.0,4781.0,266.0,2194.0,184.0,2724.0,44.0,670.0,108.0,834.0,5714.0,49138.0,3126.0,57990.0,57990.0
Pascoe Vale,97.0,1401.0,40.0,1638.0,217.0,1899.0,52.0,2246.0,709.0,5299.0,274.0,6252.0,690.0,4720.0,195.0,5651.0,636.0,3644.0,161.0,4475.0,338.0,2871.0,68.0,3371.0,181.0,1740.0,54.0,2061.0,42.0,1080.0,53.0,1283.0,0.0,630.0,41.0,721.0,3128.0,23262.0,1330.0,27619.0,125.0,1295.0,28.0,1604.0,332.0,1712.0,80.0,2150.0,928.0,5517.0,282.0,6669.0,933.0,4659.0,161.0,5892.0,761.0,3840.0,115.0,4805.0,378.0,2970.0,73.0,3528.0,260.0,2035.0,80.0,2475.0,63.0,1461.0,79.0,1685.0,19.0,1120.0,112.0,1318.0,4094.0,24723.0,1343.0,30098.0,286.0,2754.0,72.0,3196.0,655.0,3564.0,148.0,4406.0,1619.0,10762.0,596.0,12949.0,1606.0,9435.0,420.0,11490.0,1430.0,7488.0,308.0,9248.0,774.0,5801.0,207.0,6835.0,572.0,3796.0,144.0,4506.0,163.0,2591.0,159.0,2991.0,30.0,1814.0,175.0,2063.0,7205.0,47920.0,2625.0,57772.0,57772.0
Point Cook,177.0,2386.0,102.0,2827.0,120.0,2073.0,155.0,2387.0,307.0,5317.0,398.0,6086.0,798.0,8006.0,441.0,9282.0,676.0,5089.0,210.0,6106.0,287.0,3304.0,122.0,3815.0,221.0,2200.0,54.0,2564.0,64.0,796.0,16.0,938.0,5.0,173.0,6.0,214.0,3059.0,29445.0,1861.0,34324.0,217.0,2038.0,69.0,2451.0,226.0,1931.0,72.0,2344.0,416.0,5928.0,345.0,6803.0,919.0,8013.0,411.0,9453.0,717.0,5058.0,205.0,6023.0,307.0,3520.0,108.0,4046.0,240.0,2379.0,60.0,2866.0,50.0,1013.0,36.0,1175.0,6.0,384.0,10.0,421.0,3505.0,30377.0,1726.0,35555.0,400.0,4495.0,259.0,5228.0,436.0,3974.0,291.0,4794.0,879.0,11226.0,783.0,12882.0,1711.0,16032.0,920.0,18788.0,1391.0,10063.0,461.0,12025.0,665.0,6833.0,343.0,7898.0,550.0,4684.0,180.0,5384.0,177.0,1883.0,84.0,2184.0,13.0,612.0,19.0,672.0,6555.0,59806.0,3599.0,69947.0,69947.0
Polwarth,274.0,1566.0,111.0,2001.0,183.0,1349.0,46.0,1657.0,391.0,2899.0,220.0,3640.0,789.0,3206.0,206.0,4242.0,947.0,3301.0,210.0,4575.0,1036.0,3450.0,273.0,4813.0,1193.0,3023.0,257.0,4583.0,520.0,1513.0,129.0,2241.0,28.0,420.0,76.0,594.0,5580.0,20775.0,2009.0,28319.0,245.0,1382.0,70.0,1868.0,153.0,1091.0,42.0,1381.0,507.0,2938.0,162.0,3704.0,973.0,3279.0,230.0,4524.0,1132.0,3353.0,249.0,4716.0,1141.0,3632.0,244.0,4969.0,1305.0,3021.0,214.0,4538.0,559.0,1644.0,170.0,2424.0,67.0,734.0,137.0,996.0,6287.0,20969.0,1906.0,29234.0,579.0,2893.0,224.0,3908.0,389.0,2416.0,124.0,3039.0,965.0,5797.0,463.0,7302.0,1749.0,6401.0,498.0,8778.0,2058.0,6667.0,514.0,9261.0,2184.0,6965.0,559.0,9721.0,2525.0,6003.0,602.0,9140.0,1123.0,3125.0,400.0,4675.0,143.0,1284.0,238.0,1712.0,11916.0,41735.0,3882.0,57551.0,57551.0
Prahran,79.0,610.0,43.0,855.0,315.0,2041.0,111.0,2465.0,1058.0,9492.0,728.0,11301.0,630.0,5570.0,389.0,6776.0,468.0,3023.0,270.0,3859.0,494.0,2450.0,162.0,3139.0,373.0,1681.0,150.0,2253.0,177.0,1004.0,124.0,1408.0,15.0,334.0,94.0,491.0,3954.0,26300.0,2460.0,32642.0,76.0,644.0,25.0,889.0,581.0,2476.0,188.0,3282.0,1447.0,10001.0,743.0,12254.0,870.0,4962.0,344.0,6208.0,637.0,2902.0,236.0,3748.0,509.0,2357.0,159.0,3137.0,525.0,1977.0,136.0,2674.0,191.0,1218.0,139.0,1618.0,9.0,470.0,224.0,748.0,5068.0,26960.0,2564.0,34605.0,211.0,1345.0,95.0,1773.0,922.0,4480.0,346.0,5716.0,2547.0,19463.0,1492.0,23557.0,1641.0,10501.0,799.0,12955.0,1126.0,5933.0,514.0,7637.0,1062.0,4772.0,354.0,6265.0,934.0,3627.0,321.0,4940.0,417.0,2191.0,272.0,3049.0,42.0,834.0,337.0,1290.0,9040.0,53215.0,4936.0,67173.0,67173.0
Preston,69.0,1347.0,42.0,1554.0,176.0,2076.0,131.0,2450.0,533.0,5995.0,415.0,6997.0,482.0,5023.0,266.0,5881.0,411.0,4012.0,151.0,4793.0,246.0,3165.0,164.0,3646.0,129.0,2192.0,118.0,2613.0,62.0,1588.0,95.0,1819.0,0.0,702.0,116.0,884.0,2441.0,26085.0,1958.0,30537.0,136.0,1234.0,46.0,1510.0,216.0,1782.0,65.0,2186.0,743.0,5806.0,369.0,6944.0,805.0,4885.0,253.0,5980.0,597.0,3990.0,159.0,4757.0,373.0,3306.0,118.0,3871.0,223.0,2582.0,141.0,3016.0,57.0,2043.0,161.0,2342.0,15.0,1113.0,195.0,1368.0,3387.0,26808.0,1835.0,32056.0,243.0,2577.0,113.0,3080.0,446.0,3823.0,263.0,4580.0,1247.0,11879.0,838.0,13935.0,1320.0,9999.0,566.0,11851.0,1081.0,8018.0,422.0,9557.0,663.0,6410.0,356.0,7515.0,403.0,4825.0,356.0,5630.0,187.0,3569.0,338.0,4110.0,27.0,1895.0,321.0,2292.0,5909.0,52882.0,3871.0,62549.0,62549.0
Richmond,28.0,644.0,52.0,819.0,288.0,1682.0,101.0,2234.0,1270.0,8685.0,589.0,10493.0,813.0,5069.0,314.0,6274.0,623.0,2976.0,207.0,3892.0,500.0,2378.0,184.0,3155.0,337.0,1451.0,109.0,2005.0,73.0,727.0,42.0,945.0,0.0,234.0,12.0,279.0,4207.0,23821.0,1965.0,30004.0,103.0,762.0,31.0,941.0,495.0,1923.0,94.0,2612.0,1574.0,8752.0,483.0,10932.0,935.0,4412.0,243.0,5586.0,709.0,2771.0,153.0,3723.0,539.0,2142.0,124.0,2958.0,485.0,1562.0,92.0,2186.0,158.0,901.0,54.0,1176.0,10.0,393.0,16.0,464.0,5129.0,23864.0,1726.0,30672.0,174.0,1362.0,114.0,1789.0,846.0,3639.0,287.0,4776.0,2774.0,17397.0,1143.0,21388.0,1756.0,9393.0,672.0,11848.0,1347.0,5779.0,426.0,7590.0,1107.0,4609.0,366.0,6109.0,904.0,3088.0,230.0,4252.0,256.0,1634.0,130.0,2071.0,12.0,660.0,38.0,779.0,9368.0,47680.0,3678.0,60726.0,60726.0
Ringwood,257.0,1917.0,21.0,2345.0,298.0,1954.0,35.0,2331.0,562.0,4644.0,155.0,5441.0,858.0,5039.0,177.0,6088.0,1065.0,4065.0,113.0,5320.0,633.0,3341.0,73.0,4062.0,579.0,2397.0,67.0,3155.0,295.0,1554.0,74.0,1958.0,35.0,638.0,93.0,836.0,4721.0,25522.0,1324.0,31653.0,341.0,1596.0,19.0,1997.0,382.0,1698.0,50.0,2170.0,646.0,4650.0,197.0,5547.0,1272.0,5060.0,170.0,6437.0,1147.0,4256.0,76.0,5562.0,713.0,3570.0,59.0,4462.0,671.0,2889.0,85.0,3710.0,428.0,1978.0,123.0,2647.0,43.0,1018.0,195.0,1319.0,5940.0,26779.0,1399.0,34115.0,650.0,3541.0,88.0,4324.0,783.0,3639.0,106.0,4510.0,1278.0,9399.0,434.0,11079.0,2034.0,10016.0,393.0,12649.0,2205.0,8301.0,271.0,10832.0,1379.0,6981.0,199.0,8612.0,1343.0,5298.0,210.0,6924.0,779.0,3527.0,287.0,4664.0,111.0,1720.0,310.0,2253.0,10709.0,52286.0,2738.0,65757.0,65757.0
Ripon,167.0,1491.0,112.0,1904.0,109.0,1303.0,119.0,1607.0,308.0,2668.0,380.0,3542.0,517.0,2719.0,428.0,3756.0,717.0,3289.0,494.0,4636.0,897.0,3780.0,468.0,5159.0,1022.0,3537.0,431.0,5040.0,494.0,1837.0,229.0,2569.0,41.0,471.0,55.0,676.0,4684.0,21153.0,3182.0,28981.0,258.0,1401.0,83.0,1827.0,150.0,1154.0,43.0,1446.0,395.0,2792.0,126.0,3488.0,728.0,2698.0,213.0,3677.0,919.0,3307.0,265.0,4564.0,1007.0,3775.0,262.0,5064.0,1085.0,3216.0,231.0,4658.0,487.0,1663.0,162.0,2436.0,21.0,769.0,121.0,998.0,5481.0,20776.0,1967.0,28250.0,508.0,2893.0,242.0,3821.0,324.0,2456.0,194.0,3096.0,797.0,5554.0,571.0,7013.0,1329.0,5366.0,674.0,7480.0,1738.0,6656.0,845.0,9210.0,1983.0,7438.0,788.0,10267.0,2219.0,6717.0,711.0,9694.0,967.0,3503.0,484.0,5013.0,100.0,1324.0,190.0,1712.0,10097.0,41947.0,5168.0,57242.0,57242.0
